id,title,country,points,price,province,variety,winery,count,counts
6252,Fitz-Ritter 2009 DÃ¼rkheimer Rittergarten Kabinett Trocken Riesling (Pfalz),Germany,88,22.00,Pfalz,Riesling,Fitz-Ritter,1022,356
6253,Barboursville Vineyards 2009 Reserve Nebbiolo (Virginia),US,87,35.00,Virginia,Nebbiolo,Barboursville Vineyards,537,9
6254,Castellare di Castellina 2009 I Sodi di San NiccolÃ² Red (Toscana),Italy,89,70.00,Tuscany,Red Blend,Castellare di Castellina,1726,726
6255,Cowhorn 2009 Viognier (Applegate Valley),US,93,30.00,Oregon,Viognier,Cowhorn,203,160
6256,Michel Torino 2009 Don David Reserve Cabernet Sauvignon (CalchaquÃ­ Valley),Argentina,86,16.00,Other,Cabernet Sauvignon,Michel Torino,1845,96
6257,Monogram 2009 Brut Sparkling (Franciacorta),Italy,90,40.00,Lombardy,Sparkling Blend,Monogram,176,33
6258,Pride Mountain 2009 Reserve Cabernet Sauvignon (Napa-Sonoma),US,94,130.00,California,Cabernet Sauvignon,Pride Mountain,1845,1432
6259,Matchbook 2009 Syrah (Dunnigan Hills),US,84,16.00,California,Syrah,Matchbook,829,631
6260,Luis Alegre 2009 Parcela N.5 (Rioja),Spain,92,40.00,Northern Spain,Tempranillo Blend,Luis Alegre,114,113
6261,Le Due Terre 2009 Sacrisassi Bianco White (Colli Orientali del Friuli),Italy,90,44.00,Northeastern Italy,White Blend,Le Due Terre,465,165
6262,Hearst Ranch 2009 Babicora Malbec (Paso Robles),US,85,30.00,California,Malbec,Hearst Ranch,549,117
6263,White Cottage Ranch 2009 Sauvignon Blanc (Napa Valley),US,86,24.00,California,Sauvignon Blanc,White Cottage Ranch,1025,462
6264,a-non-ah-mus 2009 Babcock Vineyard Pinot Noir (Sta. Rita Hills),US,93,44.00,California,Pinot Noir,a-non-ah-mus,2648,1958
6265,Enrique Mendoza 2009 La Tremenda Monastrell (Alicante),Spain,89,13.00,Levante,Monastrell,Enrique Mendoza,29,27
6266,Verdes Castros 2009 Godello (Valdeorras),Spain,85,12.00,Northern Spain,Godello,Verdes Castros,15,15
6267,Anthonij Rupert 2009 Optima Red (Franschhoek),South Africa,89,35.00,Franschhoek,Red Blend,Anthonij Rupert,1726,19
6268,Iron Horse 2009 Heritage Clone Chardonnay (Green Valley),US,91,48.00,California,Chardonnay,Iron Horse,2294,1342
6269,Easton 2009 Monarch Mine Vineyard Sauvignon Blanc (Sierra Foothills),US,93,18.00,California,Sauvignon Blanc,Easton,1025,462
6270,Sequel 2009 Syrah (Columbia Valley (WA)),US,92,50.00,Washington,Syrah,Sequel,829,631
6271,Bjornstad 2009 Van der Kamp Vineyard Pinot Noir (Sonoma Mountain),US,92,50.00,California,Pinot Noir,Bjornstad,2648,1958
6272,Rivetti Massimo 2009 Froi (Barbaresco),Italy,91,0.00,Piedmont,Nebbiolo,Rivetti Massimo,537,527
6273,Alvaro Castro 2009 Quinta da Pellada Branco White (DÃ£o),Portugal,93,65.00,DÃ£o,Portuguese White,Alvaro Castro,248,248
6274,TV Celadon 2009 Grenache Blanc (Arroyo Seco),US,83,26.00,California,Grenache Blanc,TV Celadon,17,16
6275,Keller Estate 2009 Precioso Chardonnay (Sonoma Coast),US,92,75.00,California,Chardonnay,Keller Estate,2294,1342
6276,Ehret 2009 Bella's Blend Red (Knights Valley),US,92,42.00,California,Bordeaux-style Red Blend,Ehret,1376,350
6277,Wellington 2009 Sauvignon Blanc (Sonoma Valley),US,87,15.00,California,Sauvignon Blanc,Wellington,1025,462
6278,Budimir 2009 Sub Rosa Red (ÃÂ½upa),Serbia,89,40.00,ÃÂ½upa,Red Blend,Budimir,1726,1
6279,Bernard Baudry 2009 CuvÃ©e Domaine (Chinon),France,89,0.00,Loire Valley,Cabernet Franc,Bernard Baudry,262,43
6280,Chateau Ste. Michelle 2009 Cold Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA)),US,89,28.00,Washington,Cabernet Sauvignon,Chateau Ste. Michelle,1845,1432
6281,Parducci 2009 Small Lot Blend Pinot Noir (California),US,87,12.00,California,Pinot Noir,Parducci,2648,1958
6282,DingaÃÂ Winery 2009 Plavac Mali (Peljesac),Croatia,86,12.00,Peljesac,Plavac Mali,DingaÃÂ Winery,6,6
6283,Fenestra 2009 Conjugation Red (Livermore Valley),US,81,42.00,California,Bordeaux-style Red Blend,Fenestra,1376,350
6284,Fratelli Alessandria 2009 Gramolere (Barolo),Italy,90,64.00,Piedmont,Nebbiolo,Fratelli Alessandria,537,527
6285,Evolve 2009 Cabernet Sauvignon (Mount Veeder),US,90,30.00,California,Cabernet Sauvignon,Evolve,1845,1432
6286,David Sterza 2009 Valpolicella Classico Superiore Ripasso,Italy,90,17.00,Veneto,"Corvina, Rondinella, Molinara",David Sterza,130,130
6287,Quinta de Foz de Arouce 2009 Branco Cerceal (Beiras),Portugal,89,50.00,Beiras,Cerceal,Quinta de Foz de Arouce,2,2
6288,Ken Forrester 2009 Chenin Blanc (Stellenbosch),South Africa,85,15.00,Stellenbosch,Chenin Blanc,Ken Forrester,119,39
6289,Cielo 2009 Purple Mountain Cabernet Sauvignon (Saddle Rock-Malibu),US,92,150.00,California,Cabernet Sauvignon,Cielo,1845,1432
6290,Tenuta Santa Maria alla Pieve 2009 Amarone della Valpolicella,Italy,90,82.00,Veneto,Red Blend,Tenuta Santa Maria alla Pieve,1726,726
6291,Clos La Chance 2009 Erwin Vineyard Pinot Noir (Santa Cruz Mountains),US,91,50.00,California,Pinot Noir,Clos La Chance,2648,1958
6292,J. Rickards 2009 Brown Barn Vineyard Petite Sirah (Alexander Valley),US,90,24.00,California,Petite Sirah,J. Rickards,170,165
6293,Tasca d'Almerita 2009 Cabernet Sauvignon (Sicilia),Italy,92,65.00,Sicily & Sardinia,Cabernet Sauvignon,Tasca d'Almerita,1845,26
6294,Mas GabinÃ¨le 2009 Red (FaugÃ¨res),France,90,20.00,Languedoc-Roussillon,RhÃ´ne-style Red Blend,Mas GabinÃ¨le,294,133
6295,Silvae 2009 Made With Organic Grapes Monastrell (Spain),Spain,84,9.00,Spain Other,Monastrell,Silvae,29,27
6296,ChÃ¢teau de ParenchÃ¨re 2009 CuvÃ©e RaphaÃ«l (Bordeaux SupÃ©rieur),France,84,20.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau de ParenchÃ¨re,1376,946
6297,ChÃ¢teau de Lancyre 2009 Coste d'Aleyrac Red (Coteaux du Languedoc Pic Saint Loup),France,88,21.00,Languedoc-Roussillon,RhÃ´ne-style Red Blend,ChÃ¢teau de Lancyre,294,133
6298,Holman Ranch 2009 Pinot Noir (Carmel Valley),US,88,30.00,California,Pinot Noir,Holman Ranch,2648,1958
6299,Ross Estate 2009 Lights Out Shiraz (Barossa Valley),Australia,90,20.00,South Australia,Shiraz,Ross Estate,165,127
6300,Foyt Family 2009 No. 72 Meritage (Sonoma County),US,88,32.00,California,Meritage,Foyt Family,44,44
6301,Arrocal 2009 MÃ¡ximo (Ribera del Duero),Spain,90,115.00,Northern Spain,Tempranillo,Arrocal,355,282
6302,Torrevento 2009 Bacca Rara White (Puglia),Italy,84,15.00,Southern Italy,White Blend,Torrevento,465,165
6303,Nobilo 2009 Icon Pinot Noir (Marlborough),New Zealand,85,22.00,Marlborough,Pinot Noir,Nobilo,2648,106
6304,Provam 2009 Portal do Fidalgo Alvarinho (Vinho Verde),Portugal,91,0.00,Vinho Verde,Alvarinho,Provam,25,24
6305,Keating 2009 Encomium Cabernet Sauvignon (California),US,88,70.00,California,Cabernet Sauvignon,Keating,1845,1432
6306,MontGras 2009 Reserva Cabernet Sauvignon (Colchagua Valley),Chile,83,12.00,Colchagua Valley,Cabernet Sauvignon,MontGras,1845,152
6307,Eleanor 2009 Red (California),US,85,48.00,California,Red Blend,Eleanor,1726,528
6308,Castelli del Grevepesa 2009 Clemente VII Riserva (Chianti Classico),Italy,88,34.00,Tuscany,Sangiovese,Castelli del Grevepesa,524,430
6309,Domaine Jacques Prieur 2009 Clos de Santenots (Volnay),France,94,149.00,Burgundy,Pinot Noir,Domaine Jacques Prieur,2648,387
6310,Falesco 2009 Merlot (Umbria),Italy,87,0.00,Central Italy,Merlot,Falesco,593,27
6311,Novy 2009 Keefer Ranch Chardonnay (Green Valley),US,87,22.00,California,Chardonnay,Novy,2294,1342
6312,Calcu 2009 Malbec (Colchagua Valley),Chile,83,12.00,Colchagua Valley,Malbec,Calcu,549,33
6313,Pittacum 2009 Aurea MencÃ­a (Bierzo),Spain,93,52.00,Northern Spain,MencÃ­a,Pittacum,38,38
6314,Waterstone 2009 Chardonnay (Carneros),US,84,18.00,California,Chardonnay,Waterstone,2294,1342
6315,Lemelson 2009 Dry Riesling (Willamette Valley),US,91,20.00,Oregon,Riesling,Lemelson,1022,329
6316,Ca' Momi 2009 Bianco di Napa White (Napa Valley),US,85,10.00,California,White Blend,Ca' Momi,465,118
6317,Ruby Hill Winery 2009 Peacock Patch Reserve Zinfandel (Livermore Valley),US,87,25.00,California,Zinfandel,Ruby Hill Winery,517,515
6318,Cinnabar 2009 Amber Knolls Vineyard Malbec (Clear Lake),US,89,65.00,California,Malbec,Cinnabar,549,117
6319,Willm 2009 Kirchberg de Barr Grand Cru Riesling (Alsace),France,88,0.00,Alsace,Riesling,Willm,1022,123
6320,D.H. Lescombes 2009 Pinot Noir (New Mexico),US,85,18.00,New Mexico,Pinot Noir,D.H. Lescombes,2648,1958
6321,Canalicchio di Sopra 2009 Brunello di Montalcino,Italy,90,57.00,Tuscany,Sangiovese,Canalicchio di Sopra,524,430
6322,Kingston Family 2009 Alazan Pinot Noir (Casablanca Valley),Chile,90,30.00,Casablanca Valley,Pinot Noir,Kingston Family,2648,94
6323,Super Sonoman 2009 Meritage (Sonoma County),US,85,75.00,California,Meritage,Super Sonoman,44,44
6324,Redhawk 2009 Pinot Noir (Willamette Valley),US,88,18.00,Oregon,Pinot Noir,Redhawk,2648,1958
6325,Tractor Shed Red 2009 Red (California),US,84,12.00,California,Red Blend,Tractor Shed Red,1726,528
6326,Umberto Cesari 2009 Moma White (Rubicone),Italy,84,17.00,Central Italy,White Blend,Umberto Cesari,465,165
6327,Contino 2009 Single Vineyard (Rioja),Spain,90,130.00,Northern Spain,Graciano,Contino,9,6
6328,Curtis 2009 Grenache (Santa Barbara County),US,82,25.00,California,Grenache,Curtis,125,100
6329,MarquÃ©s de CÃ¡ceres 2009 Viura (Rioja),Spain,87,9.00,Northern Spain,Viura,MarquÃ©s de CÃ¡ceres,31,31
6330,Benessere 2009 Black Glass Vineyard Estate Zinfandel (Napa Valley),US,86,35.00,California,Zinfandel,Benessere,517,515
6331,RenÃ© MurÃ© 2009 Vorbourg Grand Cru Vendanges Tardives Riesling (Alsace),France,92,94.00,Alsace,Riesling,RenÃ© MurÃ©,1022,123
6332,Wrongo Dongo 2009 Monastrell (Jumilla),Spain,86,8.00,Levante,Monastrell,Wrongo Dongo,29,27
6333,Quinta do Pinto 2009 Vinhas do Lasso Tinto Touriga Nacional (Lisboa),Portugal,89,17.00,Lisboa,Touriga Nacional,Quinta do Pinto,43,38
6334,Rutz 2009 Sonoma Cuvee Chardonnay (Sonoma County),US,83,20.00,California,Chardonnay,Rutz,2294,1342
6335,Dr. Loosen 2009 ÃÅrziger WÃ¼rzgarten Alte Reben GG Trocken Riesling (Mosel),Germany,87,42.00,Mosel,Riesling,Dr. Loosen,1022,356
6336,Liberty School 2009 CuvÃ©e Red (Central Coast),US,84,12.00,California,Red Blend,Liberty School,1726,528
6337,Beyerskloof 2009 Faith Red (Stellenbosch),South Africa,92,100.00,Stellenbosch,Red Blend,Beyerskloof,1726,19
6338,Rancho Sisquoc 2009 Flood Family Vineyards Pinot Noir (Santa Barbara County),US,90,30.00,California,Pinot Noir,Rancho Sisquoc,2648,1958
6339,Charles Joguet 2009 Les Varennes du Grand Clos (Chinon),France,91,0.00,Loire Valley,Cabernet Franc,Charles Joguet,262,43
6340,Terra Andina 2009 Cabernet Sauvignon (Central Valley),Chile,83,9.00,Central Valley,Cabernet Sauvignon,Terra Andina,1845,152
6341,Casale del Giglio 2009 Petit Manseng (Lazio),Italy,87,24.00,Central Italy,Petit Manseng,Casale del Giglio,14,2
6342,Castello d'Albola 2009 Acciaiolo Red (Toscana),Italy,91,90.00,Tuscany,Red Blend,Castello d'Albola,1726,726
6343,Kaesler 2009 Old Vine Shiraz (Barossa Valley),Australia,92,65.00,South Australia,Shiraz,Kaesler,165,127
6344,Nals Margreid 2009 Moscato Giallo (Alto Adige),Italy,87,20.00,Northeastern Italy,Moscato Giallo,Nals Margreid,6,6
6345,Henri de Villamont 2009 Prestige (Bourgogne),France,87,18.00,Burgundy,Chardonnay,Henri de Villamont,2294,514
6346,VC Cellars 2009 Cabernet Sauvignon (Dry Creek Valley),US,88,35.00,California,Cabernet Sauvignon,VC Cellars,1845,1432
6347,ChÃ¢teau la Croix Saint-Georges 2009 Pomerol,France,92,0.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau la Croix Saint-Georges,1376,946
6348,Beltane Ranch 2009 Estate Sauvignon Blanc (Sonoma Valley),US,86,23.00,California,Sauvignon Blanc,Beltane Ranch,1025,462
6349,Grgich Hills 2009 Violetta Late Harvest White (Napa Valley),US,87,85.00,California,White Blend,Grgich Hills,465,118
6350,ChÃ¢teau Cos Labory 2009 Barrel sample (Saint-EstÃ¨phe),France,91,0.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Cos Labory,1376,946
6351,ChÃ¢teau de Palayson 2009 Grande CuvÃ©e Cabernet-Syrah (Var),France,89,40.00,Provence,Cabernet-Syrah,ChÃ¢teau de Palayson,3,1
6352,Pacific Rim 2009 Solstice Vineyard Riesling (Yakima Valley),US,93,22.00,Washington,Riesling,Pacific Rim,1022,329
6353,IndigenÃ© 2009 Philanthropist Red (Carmel Valley),US,88,21.00,California,Red Blend,IndigenÃ©,1726,528
6354,Thurston Wolfe 2009 Dr. Wolfe's Family Red Red (Washington),US,90,15.00,Washington,Red Blend,Thurston Wolfe,1726,528
6355,Sebastiani 2009 Patrick's Vineyard Chardonnay (Carneros),US,87,40.00,California,Chardonnay,Sebastiani,2294,1342
6356,Lafond 2009 SRH Syrah (Sta. Rita Hills),US,87,23.00,California,Syrah,Lafond,829,631
6357,Alysian 2009 Russian River Selection Pinot Noir (Russian River Valley),US,86,40.00,California,Pinot Noir,Alysian,2648,1958
6358,Johann Heinrich 2009 Terra O. Red (Burgenland),Austria,92,0.00,Burgenland,Austrian Red Blend,Johann Heinrich,15,15
6359,Dumas Station 2009 Estate Cabernet Franc (Walla Walla Valley (WA)),US,90,30.00,Washington,Cabernet Franc,Dumas Station,262,185
6360,Rainoldi 2009 Grumello Riserva (Valtellina Superiore),Italy,90,48.00,Lombardy,Nebbiolo,Rainoldi,537,527
6361,Peju 2009 Fifty/Fifty Red Wine Cabernet Sauvignon-Merlot (Napa Valley),US,93,85.00,California,Cabernet Sauvignon-Merlot,Peju,23,4
6362,Espiritu de Argentina 2009 Bonarda (Mendoza),Argentina,82,10.00,Mendoza Province,Bonarda,Espiritu de Argentina,16,16
6363,Rasa 2009 Vox Populi MourvÃ¨dre (Columbia Valley (WA)),US,93,45.00,Washington,MourvÃ¨dre,Rasa,54,48
6364,Domaine Viticole de la Ville de Colmar 2009 Hengst Grand Cru Pinot Gris (Alsace),France,90,0.00,Alsace,Pinot Gris,Domaine Viticole de la Ville de Colmar,287,93
6365,Hannah Nicole Vineyards 2009 Reserve Petite Sirah (Contra Costa County),US,83,38.00,California,Petite Sirah,Hannah Nicole Vineyards,170,165
6366,Tardieu-Laurent 2009 Red (ChÃ¢teauneuf-du-Pape),France,93,56.00,RhÃ´ne Valley,RhÃ´ne-style Red Blend,Tardieu-Laurent,294,133
6367,Merryvale 2009 Stanly Ranch Estate Pinot Noir (Carneros),US,93,65.00,California,Pinot Noir,Merryvale,2648,1958
6368,Morgan 2009 Cotes du Crow's Red (Monterey),US,87,18.00,California,RhÃ´ne-style Red Blend,Morgan,294,152
6369,Emilio Rojo 2009 Blanco White (Ribeiro),Spain,93,53.00,Galicia,White Blend,Emilio Rojo,465,56
6370,Nickel & Nickel 2009 Harris Vineyard Merlot (Oakville),US,93,50.00,California,Merlot,Nickel & Nickel,593,419
6371,Terre di Melazzano 2009 Elikia Riserva (Chianti Classico),Italy,87,30.00,Tuscany,Red Blend,Terre di Melazzano,1726,726
6372,ChÃ¢teau Pibran 2009 Pauillac,France,92,0.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Pibran,1376,946
6373,ChÃ¢teau Piron 2009 Montagne-Saint-Ãmilion,France,85,28.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Piron,1376,946
6374,ChÃ¢teau d'Aydie 2009 Tannat (Madiran),France,92,35.00,Southwest France,Tannat,ChÃ¢teau d'Aydie,37,9
6375,Drew 2009 Valenti Vineyard Pinot Noir (Mendocino Ridge),US,90,40.00,California,Pinot Noir,Drew,2648,1958
6376,Hey Mambo 2009 Swanky White White (California),US,88,12.00,California,White Blend,Hey Mambo,465,118
6377,Firestone 2009 Lineage The Chairman Series Red (Santa Ynez Valley),US,89,44.00,California,Bordeaux-style Red Blend,Firestone,1376,350
6378,Veramar 2009 Cabernet Franc (Virginia),US,84,21.00,Virginia,Cabernet Franc,Veramar,262,185
6379,Cayuse 2009 En Chamberlin Vineyard Syrah (Walla Walla Valley (OR)),US,99,75.00,Oregon,Syrah,Cayuse,829,631
6380,"Concannon 2009 Selected Vineyards, Central Coast Pinot Noir (Livermore Valley)",US,84,10.00,California,Pinot Noir,Concannon,2648,1958
6381,Tamaya 2009 Reserva Cabernet Sauvignon (LimarÃ­ Valley),Chile,84,17.00,LimarÃ­ Valley,Cabernet Sauvignon,Tamaya,1845,152
6494,Koehler 2009 Dry Riesling (Santa Ynez Valley),US,89,18.00,California,Riesling,Koehler,1022,329
6382,Telmo RodrÃ­guez 2009 MR Mountain Wine Moscatel (MÃ¡laga),Spain,85,35.00,Andalucia,Moscatel,Telmo RodrÃ­guez,9,6
6383,Releaf 2009 Made With Organically Grown Grapes Cabernet Sauvignon-Merlot-Shiraz (Western Cape),South Africa,87,10.00,Western Cape,Cabernet Sauvignon-Merlot-Shiraz,Releaf,2,1
6384,Nottingham Cellars 2009 Wisner Vineyard Cabernet Sauvignon (Livermore Valley),US,89,52.00,California,Cabernet Sauvignon,Nottingham Cellars,1845,1432
6385,Zorzal 2009 Pinot Noir (Tupungato),Argentina,82,15.00,Mendoza Province,Pinot Noir,Zorzal,2648,23
6386,Domaine l'Ancienne Cure 2009 L'Abbaye (Monbazillac),France,92,0.00,Southwest France,Bordeaux-style White Blend,Domaine l'Ancienne Cure,189,180
6387,SolÃ©na 2009 Willakia Vineyard Pinot Noir (Eola-Amity Hills),US,91,40.00,Oregon,Pinot Noir,SolÃ©na,2648,1958
6388,Two Vintners 2009 Syrah (Columbia Valley (WA)),US,89,21.00,Washington,Syrah,Two Vintners,829,631
6389,Lemelson 2009 Chestnut Hill Vineyard Pinot Noir (Willamette Valley),US,93,42.00,Oregon,Pinot Noir,Lemelson,2648,1958
6390,Quinta do Casal Branco 2009 Muge Vingas Velhas Red (Tejo),Portugal,92,0.00,Tejo,Portuguese Red,Quinta do Casal Branco,492,492
6391,Castello d'Alba 2009 Red (Douro),Portugal,87,10.00,Douro,Portuguese Red,Castello d'Alba,492,492
6392,Rodney Strong 2009 Alexander's Crown Cabernet Sauvignon (Alexander Valley),US,92,75.00,California,Cabernet Sauvignon,Rodney Strong,1845,1432
6393,Maximin GrÃ¼nhÃ¤user 2009 Herrenberg Superior Riesling (Mosel),Germany,90,62.00,Mosel,Riesling,Maximin GrÃ¼nhÃ¤user,1022,356
6394,Gnarly Head 2009 Chardonnay (California),US,85,11.00,California,Chardonnay,Gnarly Head,2294,1342
6395,Husch 2009 Knoll Pinot Noir (Anderson Valley),US,92,40.00,California,Pinot Noir,Husch,2648,1958
6396,Carmen 2009 Gran Reserva Maipo Alto Petite Sirah (Maipo Valley),Chile,87,15.00,Maipo Valley,Petite Sirah,Carmen,170,1
6397,Graham Beck 2009 Pinotage (Western Cape),South Africa,84,15.00,Western Cape,Pinotage,Graham Beck,22,19
6398,Cool Woods 2009 Pinot Gris (Eden Valley),Australia,86,13.00,South Australia,Pinot Gris,Cool Woods,287,2
6399,Boas Quintas 2009 Quinta da Fonte do Ouro Touriga Nacional (DÃ£o),Portugal,90,33.00,DÃ£o,Touriga Nacional,Boas Quintas,43,38
6400,CaptÃÂ»re 2009 Tradition Sauvignon Blanc (California),US,86,30.00,California,Sauvignon Blanc,CaptÃÂ»re,1025,462
6401,Ventosa 2009 Pinot Gris (Finger Lakes),US,85,16.00,New York,Pinot Gris,Ventosa,287,174
6402,Joseph Cattin 2009 Vendanges Tardives Gewurztraminer (Alsace),France,89,35.00,Alsace,GewÃ¼rztraminer,Joseph Cattin,203,100
6403,Recanati 2009 Syrah (Galilee),Israel,86,15.00,Galilee,Syrah,Recanati,829,8
6404,Chanson PÃ¨re et Fils 2009 Clos de Vougeot,France,94,187.00,Burgundy,Pinot Noir,Chanson PÃ¨re et Fils,2648,387
6405,Alain Brumont 2009 ChÃ¢teau Montus Tannat-Cabernet (Madiran),France,94,0.00,Southwest France,Tannat-Cabernet,Alain Brumont,7,7
6406,Cesari 2009 Il Bosco (Amarone della Valpolicella Classico),Italy,93,90.00,Veneto,Red Blend,Cesari,1726,726
6407,ChÃ¢teau Giscours 2009 Margaux,France,95,69.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Giscours,1376,946
6408,Vega Sindoa 2009 RosÃ© (Navarra),Spain,87,8.00,Northern Spain,RosÃ©,Vega Sindoa,735,34
6409,Albertina 2009 Grand Reserve-Zmarzly Family Vineyards Cabernet Sauvignon (Mendocino),US,87,26.00,California,Cabernet Sauvignon,Albertina,1845,1432
6410,iNapa Wine 2009 Lillian Vineyard Estate Grown Cabernet Sauvignon (Atlas Peak),US,83,80.00,California,Cabernet Sauvignon,iNapa Wine,1845,1432
6411,Giuseppe Campagnola 2009 Vigneti Vallata di Marano (Amarone della Valpolicella Classico),Italy,90,75.00,Veneto,Red Blend,Giuseppe Campagnola,1726,726
6412,Cuda Ridge Wines 2009 Petit Verdot (Livermore Valley),US,85,32.00,California,Petit Verdot,Cuda Ridge Wines,56,47
6413,J. Scott Cellars 2009 Petite Sirah (Rogue Valley),US,87,26.00,Oregon,Petite Sirah,J. Scott Cellars,170,165
6414,ChÃ¢teau Cos d'Estournel 2009 Les Pagodes de Cos Barrel sample (Saint-EstÃ¨phe),France,93,0.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Cos d'Estournel,1376,946
6415,The Grapes of Roth 2009 Noble Roth Late Harvest Riesling (Long Island),US,90,36.00,New York,Riesling,The Grapes of Roth,1022,329
6416,Wine & Soul 2009 Pintas Vintage (Port),Portugal,94,80.00,Port,Port,Wine & Soul,86,73
6417,Silverado 2009 Estate Grown Cabernet Sauvignon (Napa Valley),US,86,48.00,California,Cabernet Sauvignon,Silverado,1845,1432
6418,ChÃ¢teau Patache d'Aux 2009 MÃ©doc,France,87,20.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Patache d'Aux,1376,946
6419,Carabella 2009 Estate Pinot Noir (Chehalem Mountains),US,91,37.00,Oregon,Pinot Noir,Carabella,2648,1958
6420,Quady North 2009 Ox Block Viognier (Applegate Valley),US,91,25.00,Oregon,Viognier,Quady North,203,160
6421,ChÃ¢teau d'Haurets 2009 Bordeaux Blanc,France,83,12.00,Bordeaux,Bordeaux-style White Blend,ChÃ¢teau d'Haurets,189,180
6422,Bougrier 2009 Doulce France (Vouvray),France,82,14.00,Loire Valley,Chenin Blanc,Bougrier,119,48
6423,Sno Road 2009 Echo West Vineyard Cabernet Sauvignon (Columbia Valley (OR)),US,87,53.00,Oregon,Cabernet Sauvignon,Sno Road,1845,1432
6424,Happy Camper 2009 Chardonnay (California),US,83,9.00,California,Chardonnay,Happy Camper,2294,1342
