id,title,country,points,price,province,variety,winery
6856,Chanson PÃƒÂ¨re et Fils 2009 Clos des FÃƒÂ¨ves Premier Cru (Beaune),France,93,$107.00 ,Burgundy,Pinot Noir,Chanson PÃƒÂ¨re et Fils
6857,Cornarea 2009 Cornarea (Roero),Italy,87,$30.00 ,Piedmont,Nebbiolo,Cornarea
6858,Croad 2009 Pure Zinfandel (Paso Robles),US,85,$42.00 ,California,Zinfandel,Croad
6859,San Simeon 2009 Petite Sirah (Paso Robles),US,82,$25.00 ,California,Petite Sirah,San Simeon
6860,Monteverro 2009 Monteverro Chardonnay (Toscana),Italy,92,$120.00 ,Tuscany,Chardonnay,Monteverro
6861,Genium Celler 2009 Poboleda Vi de la Villa Red (Priorat),Spain,93,$46.00 ,Catalonia,Red Blend,Genium Celler
6862,Courtney Benham 2009 Lucca Red (Paso Robles),US,84,$15.00 ,California,Red Blend,Courtney Benham
6863,Giacosa Fratelli 2009 Bussia (Barolo),Italy,92,$55.00 ,Piedmont,Nebbiolo,Giacosa Fratelli
6864,Benjamin de Rothschild & Vega Sicilia SA 2009 MacÃƒÂ¡n (Rioja),Spain,93,$90.00 ,Northern Spain,Tempranillo Blend,Benjamin de Rothschild & Vega Sicilia SA
6865,Moccagatta 2009 Basarin (Barbaresco),Italy,91,$60.00 ,Piedmont,Nebbiolo,Moccagatta
6866,Sensorium 2009 Uvas Valley Vineyard Cabernet Sauvignon (Santa Cruz Mountains),US,91,$36.00 ,California,Cabernet Sauvignon,Sensorium
6867,Fidelity 2009 Crazy Creek Estate Red (Alexander Valley),US,88,$14.00 ,California,Bordeaux-style Red Blend,Fidelity
6868,Adega Mayor 2009 Siza Alicante Bouschet (Alentejano),Portugal,93,$75.00 ,Alentejano,Alicante Bouschet,Adega Mayor
6869,Arnaldo Caprai 2009 Anima Umbra Grechetto (Umbria),Italy,86,$14.00 ,Central Italy,Grechetto,Arnaldo Caprai
6870,Portia 2009 Crianza (Ribera del Duero),Spain,87,$35.00 ,Northern Spain,Tempranillo,Portia
6871,Domaine Boyar 2009 Reserve Cabernet Sauvignon (Thracian Valley),Bulgaria,87,$9.00 ,Thracian Valley,Cabernet Sauvignon,Domaine Boyar
6872,Dopff & Irion 2009 RosÃƒÂ© (Alsace),France,84,$22.00 ,Alsace,RosÃƒÂ©,Dopff & Irion
6873,Mutt Lynch 2009 Fou Fou le Blanc Sauvignon Blanc (Central Coast),US,88,$14.00 ,California,Sauvignon Blanc,Mutt Lynch
6874,Aspaldi 2009 Reserva (Rioja),Spain,90,$23.00 ,Northern Spain,Tempranillo,Aspaldi
6875,Quinta de Bandeiras 2009 Passagem White (Douro),Portugal,88,NULL,Douro,Portuguese White,Quinta de Bandeiras
6876,Carlos Basso 2009 Sauvignon Blanc (Mendoza),Argentina,84,$10.00 ,Mendoza Province,Sauvignon Blanc,Carlos Basso
6877,Fondo Antico 2009 Grillo Parlante Grillo (Sicilia),Italy,83,$14.00 ,Sicily & Sardinia,Grillo,Fondo Antico
6878,Gary Farrell 2009 Rochioli Vineyard Pinot Noir (Russian River Valley),US,93,$65.00 ,California,Pinot Noir,Gary Farrell
6879,Peregrine 2009 Pinot Noir (Central Otago),New Zealand,90,$32.00 ,Central Otago,Pinot Noir,Peregrine
6880,Suha Punta 2009 Gracin BabiÃƒÂ„Ã¢Â€Â¡ (North Dalmatia),Croatia,89,$60.00 ,North Dalmatia,BabiÃƒÂ„Ã¢Â€Â¡,Suha Punta
6881,B&E; 2009 Red Rhythm Red (Paso Robles),US,84,$30.00 ,California,Red Blend,B&E;
6882,Red Tail Ridge 2009 Estate Bubbles Sparkling RosÃƒÂ© Pinot Noir (Finger Lakes),US,86,$30.00 ,New York,Pinot Noir,Red Tail Ridge
6883,Marchesato degli Aleramici 2009 Riserva (Brunello di Montalcino),Italy,89,$48.00 ,Tuscany,Sangiovese,Marchesato degli Aleramici
6884,La FenÃƒÂƒÃ‚Âªtre 2009 Bien Nacido Vineyard Block Eleven Chardonnay (Santa Maria Valley),US,91,$60.00 ,California,Chardonnay,La FenÃƒÂƒÃ‚Âªtre
6942,Wellington 2009 Roussanne (Sonoma County),US,83,$22.00 ,California,Roussanne,Wellington
6885,Castello di Monsanto 2009 Fabrizio Bianchi Chardonnay (Toscana),Italy,90,$25.00 ,Tuscany,Chardonnay,Castello di Monsanto
6886,Fritz 2009 Chardonnay (Russian River Valley),US,85,$25.00 ,California,Chardonnay,Fritz
6887,Velenosi 2009 Roggio del Filare (Rosso Piceno Superiore),Italy,89,$55.00 ,Central Italy,Red Blend,Velenosi
6888,FranÃƒÂ§ois Lurton 2009 Hermanos Lurton Cuesta de Oro Verdejo (Rueda),Spain,90,$32.00 ,Northern Spain,Verdejo,FranÃƒÂ§ois Lurton
6889,Easton 2009 Cooper Ranch Barbera (Shenandoah Valley (CA)),US,88,$25.00 ,California,Barbera,Easton
6890,Altocedro 2009 La Consulta Select Malbec (Mendoza),Argentina,83,$19.00 ,Mendoza Province,Malbec,Altocedro
6891,Tenute di Vaira 2009 Caccia al Palazzo (Bolgheri),Italy,90,NULL,Tuscany,Red Blend,Tenute di Vaira
6892,Argiolas 2009 Is Argiolas (Vermentino di Sardegna),Italy,87,$20.00 ,Sicily & Sardinia,Vermentino,Argiolas
6893,ChÃƒÂ¢teau de Calavon 2009 La RÃƒÂ©serve Red (Coteaux d'Aix-en-Provence),France,87,$40.00 ,Provence,RhÃƒÂ´ne-style Red Blend,ChÃƒÂ¢teau de Calavon
6894,Maldonado 2009 Parr Vineyard Chardonnay (Sonoma County),US,86,$29.00 ,California,Chardonnay,Maldonado
6895,Schweiger 2009 Estate Bottled Cabernet Sauvignon (Spring Mountain District),US,84,$65.00 ,California,Cabernet Sauvignon,Schweiger
6896,Storm 2009 Pinot Noir (Santa Maria Valley),US,88,$40.00 ,California,Pinot Noir,Storm
6897,Renteria 2009 Cabernet Sauvignon (Napa Valley),US,87,$32.00 ,California,Cabernet Sauvignon,Renteria
6898,Yali 2009 Wetland Winemaker's Selection Sauvignon Blanc (Rapel Valley),Chile,85,$8.00 ,Rapel Valley,Sauvignon Blanc,Yali
6899,Torrevento 2009 Torre del Falco Nero di Troia (Murgia),Italy,85,NULL,Southern Italy,Nero di Troia,Torrevento
6900,Barale Fratelli 2009 Castellero (Barolo),Italy,90,$82.00 ,Piedmont,Nebbiolo,Barale Fratelli
6901,Commanderie de la Bargemone 2009 CuvÃƒÂ©e Marina Red (Coteaux d'Aix-en-Provence),France,87,$26.00 ,Provence,Red Blend,Commanderie de la Bargemone
6902,Castello San Donato in Perano 2009 Riserva (Chianti Classico),Italy,90,$30.00 ,Tuscany,Red Blend,Castello San Donato in Perano
6903,Krutz 2009 Krupp Vineyard Malbec (Napa Valley),US,93,$60.00 ,California,Malbec,Krutz
6904,Jean-Luc BaldÃƒÂ¨s 2009 Clos Triguedina Petit Clos Malbec-Merlot (Cahors),France,89,$20.00 ,Southwest France,Malbec-Merlot,Jean-Luc BaldÃƒÂ¨s
6905,Ricominciare 2009 AltÃƒÂ­simo Malbec (Uco Valley),Argentina,90,$30.00 ,Mendoza Province,Malbec,Ricominciare
6906,Giacosa Fratelli 2009 Roero,Italy,87,$16.00 ,Piedmont,Arneis,Giacosa Fratelli
6907,Fenestra 2009 Silvaspoons Vineyard Verdelho (Lodi),US,88,$15.00 ,California,Verdelho,Fenestra
6908,Les Vins de Vienne 2009 Les Barcillants (Cornas),France,93,$50.00 ,RhÃƒÂ´ne Valley,Syrah,Les Vins de Vienne
6909,Conway 2009 Bien Nacido Vineyard Chardonnay (Santa Barbara County),US,87,$40.00 ,California,Chardonnay,Conway
6910,Vignobles La Coterie 2009 Saint-Joseph,France,87,$26.00 ,RhÃƒÂ´ne Valley,Syrah,Vignobles La Coterie
6911,Campo al Mare 2009 Bolgheri,Italy,89,$33.00 ,Tuscany,Red Blend,Campo al Mare
6912,Cline 2009 Ancient Vines Zinfandel (California),US,83,$16.00 ,California,Zinfandel,Cline
6913,ChÃƒÂ¢teau de Calavon 2009 Tradition de Calavon Red (Coteaux d'Aix-en-Provence),France,88,$30.00 ,Provence,RhÃƒÂ´ne-style Red Blend,ChÃƒÂ¢teau de Calavon
6914,Fontes & Phillips 2009 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),US,88,$25.00 ,California,Chardonnay,Fontes & Phillips
6915,Recanati 2009 Yasmin Kosher White White (Shomron),Israel,86,$11.00 ,Shomron,White Blend,Recanati
6916,Mazzei 2009 Belguardo Vermentino (Toscana),Italy,88,$17.00 ,Tuscany,Vermentino,Mazzei
6917,Livius 2009 Rioja,Spain,87,$75.00 ,Northern Spain,Graciano,Livius
6918,Zenato 2009 Valpolicella Superiore,Italy,86,$15.00 ,Veneto,"Corvina, Rondinella, Molinara",Zenato
6919,Tenute Cisa Asinari dei Marchesi di Gresy 2009 Martinenga (Barbaresco),Italy,89,$54.00 ,Piedmont,Nebbiolo,Tenute Cisa Asinari dei Marchesi di Gresy
6920,ChÃƒÂ¢teau Coutet 2009 Barrel sample (Barsac),France,97,NULL,Bordeaux,Bordeaux-style White Blend,ChÃƒÂ¢teau Coutet
6921,Lorenzi Estate 2009 Adam & Eve Cabernet Franc-Merlot (Temecula Valley),US,85,$38.00 ,California,Cabernet Franc-Merlot,Lorenzi Estate
6922,Molino di Sant'Antimo 2009 Brunello di Montalcino,Italy,87,$40.00 ,Tuscany,Sangiovese,Molino di Sant'Antimo
6923,K Vintners 2009 En Cerise Ovide Cabernet Sauvignon-Syrah (Walla Walla Valley (WA)),US,94,$65.00 ,Washington,Cabernet Sauvignon-Syrah,K Vintners
6924,Abacela 2009 Tempranillo (Southern Oregon),US,86,$21.00 ,Oregon,Tempranillo,Abacela
6925,La Universal 2009 Dido Red (Montsant),Spain,88,$30.00 ,Catalonia,Red Blend,La Universal
6926,Ridge 2009 York Creek Zinfandel (Napa Valley),US,88,$30.00 ,California,Zinfandel,Ridge
6927,Il Mosnel 2009 EBB Extra Brut Chardonnay (Franciacorta),Italy,90,$49.00 ,Lombardy,Chardonnay,Il Mosnel
6928,Opawa 2009 Pinot Noir (Marlborough),New Zealand,84,$20.00 ,Marlborough,Pinot Noir,Opawa
6929,Vallobera 2009 Javier San Pedro Crianza (Rioja),Spain,87,$21.00 ,Northern Spain,Tempranillo,Vallobera
6930,Dashe Cellars 2009 Florence Vineyard Zinfandel (Dry Creek Valley),US,87,$32.00 ,California,Zinfandel,Dashe Cellars
6931,Innocent Bystander 2009 Pinot Gris (Victoria),Australia,88,$15.00 ,Victoria,Pinot Gris,Innocent Bystander
6932,ChÃƒÂ¢teau Clerc Milon 2009 Pauillac,France,94,$74.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Clerc Milon
6933,MICA Cellars 2009 CFM Jolon Vineyard Red (San Antonio Valley),US,84,$30.00 ,California,Red Blend,MICA Cellars
6934,Domaine de la Combe au Loup 2009 Morgon,France,87,NULL,Beaujolais,Gamay,Domaine de la Combe au Loup
6935,Cottanera 2009 Sole di Sesta Syrah (Sicilia),Italy,91,$48.00 ,Sicily & Sardinia,Syrah,Cottanera
6936,Putah Creek 2009 Tannat (Solano County),US,83,$30.00 ,California,Tannat,Putah Creek
6937,Tenuta Rocca 2009 Riserva San Pietro (Barolo),Italy,87,$80.00 ,Piedmont,Nebbiolo,Tenuta Rocca
6938,ChÃƒÂ¢teau Ausone 2009 La Chapelle d'Ausone Barrel sample (Saint-ÃƒÂ‰milion),France,93,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Ausone
6939,ChÃƒÂ¢teau Ramage la Batisse 2009 L'Enclos de Ramage (Haut-MÃƒÂ©doc),France,87,$19.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Ramage la Batisse
6940,Jorian Hill 2009 Syrah (Santa Ynez Valley),US,89,$24.00 ,California,Syrah,Jorian Hill
6941,Rozes 2009 Vintage (Port),Portugal,89,NULL,Port,Port,Rozes
6943,Alysian 2009 Westwise Farms Clone 4 Chardonnay (Russian River Valley),US,84,$40.00 ,California,Chardonnay,Alysian
6944,Finca El Portillo 2009 Sauvignon Blanc (Mendoza),Argentina,84,$10.00 ,Mendoza Province,Sauvignon Blanc,Finca El Portillo
6945,Testarossa 2009 Cuvee Katelyn Chardonnay (Santa Barbara County),US,87,$20.00 ,California,Chardonnay,Testarossa
6946,Three Saints 2009 Pinot Noir (Santa Maria Valley),US,86,$24.00 ,California,Pinot Noir,Three Saints
6947,Magness 2009 Chardonnay (Napa Valley),US,87,$20.00 ,California,Chardonnay,Magness
6948,Burja 2009 Burja Noir Pinot Noir (Vipavska Dolina),Slovenia,90,NULL,Vipavska Dolina,Pinot Noir,Burja
6949,ChÃƒÂ¢teau Grand Jean 2009 ElevÃƒÂ© en FÃƒÂƒÃ‚Â»ts de ChÃƒÂƒÃ‚Âªne (Bordeaux SupÃƒÂ©rieur),France,85,$15.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Grand Jean
6950,Fleur Du Cap 2009 Bergkelder Selection Cabernet Sauvignon (Western Cape),South Africa,87,$12.00 ,Western Cape,Cabernet Sauvignon,Fleur Du Cap
6951,MarquÃƒÂ©s de TerÃƒÂ¡n 2009 SelecciÃƒÂ³n Especial (Rioja),Spain,86,$24.00 ,Northern Spain,Tempranillo,MarquÃƒÂ©s de TerÃƒÂ¡n
6952,Maldonado 2009 Cabernet Sauvignon (Napa Valley),US,91,$55.00 ,California,Cabernet Sauvignon,Maldonado
6953,The Farm Winery 2009 Cardinal Cabernet Sauvignon (Paso Robles),US,90,$90.00 ,California,Cabernet Sauvignon,The Farm Winery
6954,La Cave des Vignerons de Pfaffenheim 2009 Steinert Grand Cru Riesling (Alsace),France,91,$45.00 ,Alsace,Riesling,La Cave des Vignerons de Pfaffenheim
6955,Cescon Italo Storia e Vini 2009 Il Tralcetto Raboso (Piave),Italy,87,$14.00 ,Veneto,Raboso,Cescon Italo Storia e Vini
6956,Rubinelli Vajol 2009 Valpolicella Classico Superiore Ripasso,Italy,87,$35.00 ,Veneto,"Corvina, Rondinella, Molinara",Rubinelli Vajol
6957,Tre Nova 2009 Seccopassa Red (Columbia Valley (WA)),US,88,$60.00 ,Washington,Red Blend,Tre Nova
6958,Benessere 2009 Hollystone-Collins Old Vines Zinfandel (Napa Valley),US,84,$32.00 ,California,Zinfandel,Benessere
6959,PiÃƒÂ±a 2009 Firehouse Vineyard Cabernet Sauvignon (Rutherford),US,94,$85.00 ,California,Cabernet Sauvignon,PiÃƒÂ±a
6960,Canalicchio Franco Pacenti 2009 Brunello di Montalcino,Italy,89,$70.00 ,Tuscany,Sangiovese,Canalicchio Franco Pacenti
6961,Villa Montignana 2009 Riserva (Chianti Classico),Italy,87,$14.00 ,Tuscany,Red Blend,Villa Montignana
6962,Montagna 2009 La Presa One South Cabernet Sauvignon (Napa Valley),US,96,$125.00 ,California,Cabernet Sauvignon,Montagna
6963,ChÃƒÂ¢teau de la CrÃƒÂ©e 2009 Les Tillets (Meursault),France,89,NULL,Burgundy,Chardonnay,ChÃƒÂ¢teau de la CrÃƒÂ©e
6964,Three Saints 2009 Cabernet Sauvignon (Happy Canyon of Santa Barbara),US,85,$22.00 ,California,Cabernet Sauvignon,Three Saints
6965,Joseph Cellars 2009 Cabernet Sauvignon (Napa Valley),US,88,$70.00 ,California,Cabernet Sauvignon,Joseph Cellars
6966,MICA Cellars 2009 Babcock Vineyard Cabernet Franc (Suisun Valley),US,87,$30.00 ,California,Cabernet Franc,MICA Cellars
6967,Thomas Fogarty 2009 Damiana Vineyard Estate Grown Chardonnay (Santa Cruz Mountains),US,93,$50.00 ,California,Chardonnay,Thomas Fogarty
6968,Manincor 2009 Lieben Aich Sauvignon (Alto Adige),Italy,87,$35.00 ,Northeastern Italy,Sauvignon,Manincor
6969,ChÃƒÂ¢teau Rauzan-SÃƒÂ©gla 2009 Margaux,France,95,$116.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Rauzan-SÃƒÂ©gla
6970,McManis 2009 Cabernet Sauvignon (California),US,85,$11.00 ,California,Cabernet Sauvignon,McManis
6971,ChÃƒÂ¢teau du Port 2009 CuvÃƒÂ©e Prestige Malbec (Cahors),France,90,$25.00 ,Southwest France,Malbec,ChÃƒÂ¢teau du Port
6972,ChÃƒÂ¢teau Lacombe Noaillac 2009 MÃƒÂ©doc,France,89,$18.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Lacombe Noaillac
6973,Aveleda 2009 Fonte White (Vinho Verde),Portugal,85,$8.00 ,Vinho Verde,Portuguese White,Aveleda
6974,Casale della Ioria 2009 Tenuta della Ioria Superiore (Cesanese del Piglio),Italy,89,$21.00 ,Central Italy,Cesanese d'Affile,Casale della Ioria
6975,Carte Blanche 2009 Proprietary Red Wine Red (Napa Valley),US,94,$95.00 ,California,Bordeaux-style Red Blend,Carte Blanche
6976,Rutherford Hill 2009 Merlot (Napa Valley),US,87,$25.00 ,California,Merlot,Rutherford Hill
6977,Domaine Bott-Geyl 2009 Furstentum Grand Cru Gewurztraminer (Alsace),France,89,$37.00 ,Alsace,GewÃƒÂ¼rztraminer,Domaine Bott-Geyl
6978,Trapiche 2009 Broquel Bonarda (Mendoza),Argentina,87,$15.00 ,Mendoza Province,Bonarda,Trapiche
6979,Escarpment 2009 Pinot Noir (Martinborough),New Zealand,90,NULL,Martinborough,Pinot Noir,Escarpment
6980,Cantine San Silvestro 2009 Primaio (Dolcetto d'Alba),Italy,86,$14.00 ,Piedmont,Dolcetto,Cantine San Silvestro
6981,Cristom 2009 Jessie Vineyard Pinot Noir (Eola-Amity Hills),US,93,$50.00 ,Oregon,Pinot Noir,Cristom
6982,Upland Estates 2009 Julian Red (Snipes Mountain),US,87,$28.00 ,Washington,RhÃƒÂ´ne-style Red Blend,Upland Estates
6983,Crucillon 2009 Garnacha (Campo de Borja),Spain,87,$7.00 ,Northern Spain,Garnacha,Crucillon
6984,MacPhail 2009 Raye's Hill Pinot Noir (Anderson Valley),US,94,$49.00 ,California,Pinot Noir,MacPhail
6985,Trapiche 2009 Broquel Chardonnay (Mendoza),Argentina,86,$15.00 ,Mendoza Province,Chardonnay,Trapiche
6986,ÃƒÂ Maurice 2009 Chardonnay (Columbia Valley (WA)),US,89,$28.00 ,Washington,Chardonnay,ÃƒÂ Maurice
6987,Little Stone Vineyard 2009 Sauvignon Blanc (Sonoma County),US,83,$11.00 ,California,Sauvignon Blanc,Little Stone Vineyard
6988,Lakewood 2009 Pinot Noir (Finger Lakes),US,86,$16.00 ,New York,Pinot Noir,Lakewood
6989,Gracianna 2009 Bacigalupi Vneyard Pinot Noir (Russian River Valley),US,84,$48.00 ,California,Pinot Noir,Gracianna
6990,Cantina Tudernum 2009 Grechetto di Todi Grechetto (Colli Martani),Italy,85,NULL,Central Italy,Grechetto,Cantina Tudernum
6991,Keuka Spring 2009 Semi Sweet Riesling (Finger Lakes),US,85,$14.00 ,New York,Riesling,Keuka Spring
6992,Ugly Duckling 2009 Cabernet Sauvignon (California),US,90,$12.00 ,California,Cabernet Sauvignon,Ugly Duckling
6993,Wittmann 2009 100 Hills Dry Riesling (Rheinhessen),Germany,90,$21.00 ,Rheinhessen,Riesling,Wittmann
6994,Redhawk 2009 Pataccoli Family Vineyard Pinot Noir (Eola-Amity Hills),US,84,$35.00 ,Oregon,Pinot Noir,Redhawk
6995,Bodega Chacra 2009 Cincuenta y Cinco Pinot Noir (RÃƒÂ­o Negro Valley),Argentina,91,$120.00 ,Other,Pinot Noir,Bodega Chacra
6996,Purple Star 2009 Cabernet Sauvignon (Columbia Valley (WA)),US,89,$16.00 ,Washington,Cabernet Sauvignon,Purple Star
6997,Schloss Saarstein 2009 Serrig Schloss Saarsteiner Eiswein Riesling (Mosel),Germany,95,$448.00 ,Mosel,Riesling,Schloss Saarstein
6998,Bolney Wine Estate 2009 Blanc de Blancs Chardonnay (England),England,94,NULL,England,Chardonnay,Bolney Wine Estate
6999,Musset-Roullier 2009 Les Neuf Vingt Cabernet Franc (Anjou),France,87,$19.00 ,Loire Valley,Cabernet Franc,Musset-Roullier
7000,Manuel Olivier 2009 Aloxe-Corton,France,88,NULL,Burgundy,Pinot Noir,Manuel Olivier
7001,Dominio de Eguren 2009 Codice Tempranillo (Vino de la Tierra de Castilla y LeÃƒÂ³n),Spain,87,$10.00 ,Northern Spain,Tempranillo,Dominio de Eguren
7002,Animale 2009 Dolcetto (Columbia Valley (WA)),US,86,$24.00 ,Washington,Dolcetto,Animale
7003,MarquÃƒÂ©s de Almonacid 2009 Vendimia Seleccionada Tempranillo-Garnacha (CariÃƒÂ±ena),Spain,85,$10.00 ,Northern Spain,Tempranillo-Garnacha,MarquÃƒÂ©s de Almonacid
7004,Wine & Soul 2009 Pintas Character Red (Douro),Portugal,95,$40.00 ,Douro,Portuguese Red,Wine & Soul
7005,San Antonio 2009 Heritage Blanc White (Central Coast),US,87,$18.00 ,California,White Blend,San Antonio
7006,Silverado 2009 Mt. George Vineyard Merlot (Napa Valley),US,88,$35.00 ,California,Merlot,Silverado
7007,Duorum 2009 Vintage (Port),Portugal,93,$80.00 ,Port,Port,Duorum
7008,Columbia Crest 2009 Walter Clore Private Reserve Red (Columbia Valley (WA)),US,91,$30.00 ,Washington,Bordeaux-style Red Blend,Columbia Crest
7009,Calera 2009 Vin Gris of Pinot Noir (Central Coast),US,87,$16.00 ,California,Pinot Noir,Calera
7010,Highland Springs 2009 Pinot Gris (Oregon),US,88,$16.00 ,Oregon,Pinot Gris,Highland Springs
7011,Chalk Hill 2009 Estate Syrah (Chalk Hill),US,84,$60.00 ,California,Syrah,Chalk Hill
7012,Villa Mora 2009 Montefalco Sagrantino,Italy,89,$35.00 ,Central Italy,Sagrantino,Villa Mora
7013,Manifesto! 2009 Zinfandel (Lodi),US,88,$18.00 ,California,Zinfandel,Manifesto!
7014,Hook & Ladder 2009 The Tillerman Red (Russian River Valley),US,85,$17.00 ,California,Red Blend,Hook & Ladder
7015,Belhurst 2009 Dry Riesling (Finger Lakes),US,89,$19.00 ,New York,Riesling,Belhurst
7016,Bodegas TobÃƒÂ­a 2009 SelecciÃƒÂ³n Crianza (Rioja),Spain,87,$18.00 ,Northern Spain,Tempranillo Blend,Bodegas TobÃƒÂ­a
7017,ChÃƒÂ¢teau Sergant 2009 Lalande de Pomerol,France,88,$34.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Sergant
7018,Nals Margreid 2009 Punggl Pinot Grigio (Alto Adige),Italy,90,$22.00 ,Northeastern Italy,Pinot Grigio,Nals Margreid
7019,Buehler 2009 Zinfandel (Napa Valley),US,84,$19.00 ,California,Zinfandel,Buehler
7020,Jacob's Creek 2009 Reserve Chardonnay (Adelaide Hills),Australia,89,$13.00 ,South Australia,Chardonnay,Jacob's Creek
7021,Peju 2009 Reserve Cabernet Sauvignon (Rutherford),US,88,$115.00 ,California,Cabernet Sauvignon,Peju
7022,Melrose 2009 Parker's Pinot Noir (Umpqua Valley),US,88,$35.00 ,Oregon,Pinot Noir,Melrose
7023,Jaffelin 2009 Volnay,France,88,$42.00 ,Burgundy,Pinot Noir,Jaffelin
7024,Cascina Bretta Rossa 2009 CuvÃƒÂ©e Leonora Sparkling (Alta Langa),Italy,88,$24.00 ,Piedmont,Sparkling Blend,Cascina Bretta Rossa
7025,Quinta de Ventozelo 2009 Vintage (Port),Portugal,85,NULL,Port,Port,Quinta de Ventozelo
7026,Domaine Jacques Prieur 2009 Clos de Mazeray (Meursault),France,88,$95.00 ,Burgundy,Chardonnay,Domaine Jacques Prieur
7027,Hensteeth 2009 Proprietary Red (Sonoma County),US,88,$49.00 ,California,Bordeaux-style Red Blend,Hensteeth
7028,ChÃƒÂ¢teau Bouscaut 2009 Barrel sample (Pessac-LÃƒÂ©ognan),France,90,NULL,Bordeaux,Bordeaux-style White Blend,ChÃƒÂ¢teau Bouscaut
7029,J. Bookwalter 2009 Conner Lee Vineyard Conflict Red Red (Columbia Valley (WA)),US,96,$55.00 ,Washington,Bordeaux-style Red Blend,J. Bookwalter
7030,I Capitani 2009 Gaudium (Fiano di Avellino),Italy,90,NULL,Southern Italy,Fiano,I Capitani
7031,S.A. PrÃƒÂ¼m 2009 Wehlener Sonnenuhr Vat 59 Trockenbeerenauslese Riesling (Mosel),Germany,94,$440.00 ,Mosel,Riesling,S.A. PrÃƒÂ¼m
7032,Tre Nova 2009 Ripasso Red (Columbia Valley (WA)),US,89,$20.00 ,Washington,Red Blend,Tre Nova
7033,Celler La Bollidora 2009 Calitja Garnacha Blanca (Terra Alta),Spain,88,$15.00 ,Catalonia,Garnacha Blanca,Celler La Bollidora
7034,Jean Becker 2009 Lerchenberg Riesling (Alsace),France,87,NULL,Alsace,Riesling,Jean Becker
7035,Quinta de Sant'Ana 2009 Q de Sant'Ana Pinot Noir (Portuguese Table Wine),Portugal,90,$28.00 ,Portuguese Table Wine,Pinot Noir,Quinta de Sant'Ana
7036,Oraison 2009 Red (CÃƒÂ´tes du RhÃƒÂ´ne),France,85,$11.00 ,RhÃƒÂ´ne Valley,RhÃƒÂ´ne-style Red Blend,Oraison
7037,ChÃƒÂ¢teau Saint-Didier-Parnac 2009 PrieurÃƒÂ© de CÃƒÂ©nac Mission Malbec-Merlot (Cahors),France,91,$15.00 ,Southwest France,Malbec-Merlot,ChÃƒÂ¢teau Saint-Didier-Parnac
7038,Blair Fox 2009 Paradise Road Vineyard Syrah (Santa Barbara County),US,93,$37.00 ,California,Syrah,Blair Fox
7039,Abacela 2009 Merlot (Southern Oregon),US,87,$20.00 ,Oregon,Merlot,Abacela
7040,Il Molino di Grace 2009 Il Margone Riserva (Chianti Classico),Italy,88,$95.00 ,Tuscany,Sangiovese,Il Molino di Grace
7041,Castello d'Albola 2009 Le Ellere (Chianti Classico),Italy,88,$25.00 ,Tuscany,Sangiovese,Castello d'Albola
7042,Spice Route 2009 Viognier (Swartland),South Africa,88,$22.00 ,Swartland,Viognier,Spice Route
7043,Adelaida 2009 Viking Estate Vineyard Reserve Cabernet Sauvignon (Paso Robles),US,88,$75.00 ,California,Cabernet Sauvignon,Adelaida
7044,Signaterra 2009 San Remo Vineyard Pinot Noir (Russian River Valley),US,87,$49.00 ,California,Pinot Noir,Signaterra
7045,Morgan 2009 Syrah (Monterey),US,86,$20.00 ,California,Syrah,Morgan
